0,1,2,3,4,5,6,7,8,9,batch_number,image_indices
1.2693491,-0.05870869,-5.676079,-5.856859,-7.8753643,-8.462446,-8.476555,-9.161478,-9.978039,-10.399393,0,0
11.671602,0.81740916,-2.4424012,-7.299117,-20.164143,-20.276344,-20.285885,-23.241217,-24.793373,-28.43293,0,1
6.0225964,-0.23143356,-2.6243737,-2.8173118,-9.578114,-10.703745,-11.5452795,-12.184509,-12.87016,-16.11464,0,2
8.371705,-0.9693944,-5.90734,-9.357193,-11.736845,-12.074263,-12.926878,-21.363008,-23.143644,-23.938854,0,3
4.6806383,0.8936283,-0.77199626,-1.8776529,-4.8039656,-8.081139,-8.90947,-10.420269,-11.21986,-12.326336,0,4
2.1847444,-1.9953587,-2.2290785,-3.4020705,-3.538997,-5.7586603,-6.23492,-7.0497904,-7.2444935,-10.498571,0,5
4.9938946,-6.786005,-6.839567,-8.879011,-14.213541,-16.012106,-19.710266,-20.748667,-20.80927,-21.628147,0,6
0.9629206,0.77494144,-0.2945882,-1.7073749,-3.5931892,-6.282941,-6.9874516,-7.806375,-9.22599,-10.292773,0,7
3.3807316,0.3466517,-0.7204899,-3.8367548,-4.07899,-5.4668674,-6.1790895,-9.141775,-10.681066,-11.399811,0,8
4.5089264,2.6558177,-1.6029946,-9.691448,-11.017918,-11.321331,-12.531715,-13.994856,-14.308688,-15.955499,0,9
5.8702583,-5.047164,-6.559151,-8.035644,-8.271456,-8.687801,-10.678032,-12.45599,-15.640599,-16.309656,0,10
14.281977,-5.6803336,-9.244928,-9.905041,-13.880764,-14.457141,-16.967628,-18.562492,-18.87844,-19.265036,0,11
1.9261656,0.49909538,0.084785074,-5.310919,-6.6338263,-8.51576,-9.955253,-11.619868,-16.612177,-17.171856,0,12
15.31928,-5.7421074,-10.339442,-11.672185,-12.247314,-15.14209,-18.772678,-19.134655,-20.990551,-21.015371,0,13
12.222772,-1.3001423,-7.8849745,-11.891917,-13.931688,-14.607294,-15.121265,-15.469252,-17.001831,-18.175951,0,14
7.9042416,-5.4585805,-6.4587245,-7.086825,-8.148172,-8.7542095,-9.02758,-10.294018,-10.41859,-17.343296,0,15
3.505825,0.69101334,-2.381802,-5.5261784,-12.990147,-13.198891,-13.693886,-15.201015,-15.507559,-18.067093,0,16
6.157732,-2.6327891,-5.0337763,-5.2409444,-7.137833,-7.7059617,-8.351395,-8.355125,-13.520292,-13.92897,0,17
5.5076394,-0.35364458,-1.2882407,-1.7451501,-10.167892,-10.487677,-11.557728,-11.894679,-12.617197,-12.946058,0,18
6.4680996,-3.232317,-4.4224563,-4.599952,-5.764969,-7.0351496,-7.4390526,-11.508042,-12.046122,-13.273172,0,19
-0.051274356,-5.4615617,-6.0177794,-6.5174294,-7.5529995,-7.7067766,-8.665995,-9.037548,-10.797691,-13.200381,0,20
6.1671696,0.74597776,-2.1459877,-16.531902,-16.56197,-19.194721,-21.21357,-21.75437,-26.011738,-27.995825,0,21
2.7897298,0.55461705,-0.8293851,-4.99463,-5.0142546,-6.247474,-7.5273237,-10.640461,-12.278257,-13.469905,0,22
14.534571,-9.01433,-9.75947,-15.175573,-17.345448,-17.904623,-18.607136,-21.649504,-23.32536,-29.631153,0,23
1.7300653,0.6754427,-1.6299436,-2.68755,-4.2699933,-5.7954187,-8.275799,-10.274717,-12.6042385,-14.335896,0,24
0.7790079,-1.0315881,-2.6114175,-2.910275,-3.6479182,-5.654991,-8.376574,-9.18486,-11.323848,-14.987341,0,25
2.2140594,-1.3689396,-1.440017,-1.676408,-3.4044402,-3.414785,-7.5231256,-7.981484,-13.4653,-15.518866,0,26
8.027109,-2.488408,-3.4543672,-6.517975,-7.0040517,-8.263398,-8.458368,-10.756869,-15.210407,-19.022224,0,27
6.5615196,3.1201215,-7.6975055,-9.022957,-10.90851,-11.187449,-11.4583,-13.542183,-13.900463,-14.2340355,0,28
5.9264956,-1.8213565,-3.178616,-3.938771,-6.2403507,-8.260456,-10.451954,-11.923689,-13.814596,-16.140295,0,29
0.9694375,0.71160316,-1.0104321,-1.3880665,-2.1894417,-3.2160902,-5.2669296,-5.41189,-8.542212,-9.049089,0,30
4.479779,-2.1415277,-2.6560783,-2.736902,-5.0087814,-8.320314,-9.132919,-10.107547,-12.274945,-13.160053,0,31
1.6103842,0.07257803,-2.852212,-3.2251308,-3.532495,-3.8678217,-4.0600233,-4.105591,-8.683571,-9.196353,0,32
2.8694298,-0.35511103,-0.9349831,-5.1120396,-7.545617,-7.7732773,-8.214858,-8.952072,-13.785755,-13.839712,0,33
10.733198,-3.1078184,-4.725519,-7.4653983,-9.173598,-9.701703,-11.314259,-11.61596,-11.957342,-17.505232,0,34
-1.514176,-1.7291013,-4.164415,-4.243951,-4.572591,-6.1467276,-7.5005293,-11.598038,-12.829982,-15.286577,0,35
3.0871873,2.079812,0.8254483,-1.8109806,-3.7678132,-6.629112,-10.220222,-11.050383,-13.961602,-16.719063,0,36
0.4361019,-0.143346,-5.1764684,-9.869178,-14.947558,-15.993183,-16.41988,-16.718857,-20.503687,-30.390667,0,37
9.99505,-5.7622814,-7.8168926,-8.793938,-12.706654,-14.683952,-14.901033,-16.53851,-17.61088,-20.97214,0,38
7.654308,-0.74581,-7.416931,-8.045522,-9.185772,-9.729094,-9.7343,-11.895409,-12.202506,-13.1046295,0,39
13.385271,-1.6499314,-7.211787,-12.616436,-13.481174,-13.559124,-14.541166,-15.0790825,-15.993409,-18.540005,0,40
6.3635464,-2.8254552,-3.2971146,-3.308909,-6.3363075,-7.827694,-8.508703,-9.389834,-10.182843,-11.462141,0,41
5.4054728,-0.50288576,-3.441689,-5.454615,-8.995237,-9.91739,-11.326439,-13.261526,-14.375697,-16.037828,0,42
3.67563,-3.303853,-3.3996315,-3.835909,-6.2445326,-7.233003,-8.005125,-9.087902,-9.24199,-10.420852,0,43
7.3731675,-1.0311304,-8.968931,-11.321819,-11.468042,-11.642578,-15.139688,-16.794575,-18.44157,-21.357544,0,44
12.767109,-1.7901578,-9.138311,-12.089235,-16.816795,-17.214085,-19.035204,-19.653301,-20.778843,-24.831963,0,45
5.1666474,0.7982088,-1.4900877,-5.6182313,-5.6984243,-6.3339467,-12.1563015,-12.961885,-14.447317,-16.230206,0,46
-0.030445198,-2.427876,-4.2515492,-4.455446,-4.5480776,-4.9418907,-5.2488585,-5.422534,-6.4056582,-13.278193,0,47
6.4106827,3.2822423,0.59748185,-5.5499096,-8.244523,-9.666538,-15.44565,-17.29329,-18.10051,-18.170328,0,48
3.375629,0.8440909,-0.12346492,-3.189941,-5.1048594,-6.7113514,-6.894459,-8.573526,-9.182678,-11.80166,0,49
5.2861977,-4.5491905,-7.8896856,-9.014342,-9.5636635,-9.869432,-11.40441,-12.685543,-14.536886,-17.312002,0,50
5.6206217,-2.7644963,-4.3421917,-4.4579287,-5.2944574,-5.3156204,-6.9309855,-7.0471334,-8.158211,-10.706882,0,51
-1.1198399,-2.2763195,-2.6116338,-3.86305,-5.140257,-5.2312803,-5.8962274,-11.482956,-13.150169,-16.231853,0,52
2.2196326,1.4005708,-2.160275,-2.7165365,-4.768763,-4.860775,-5.8203344,-8.457233,-13.280633,-15.756382,0,53
13.751976,2.260726,-5.3846893,-8.568634,-13.4839945,-14.959379,-18.855417,-19.744055,-20.942245,-26.496376,0,54
7.9642644,3.0581048,-6.3725843,-6.8035283,-7.275833,-8.69298,-9.931887,-10.421011,-12.45464,-13.422717,0,55
3.1330547,-1.8950125,-2.639512,-2.9062407,-6.377725,-9.009793,-9.333096,-9.450312,-14.372631,-15.191097,0,56
0.08291766,-0.5971297,-1.4483862,-4.503919,-4.573878,-6.2250977,-6.862992,-7.1889553,-7.912714,-8.262072,0,57
-0.5720057,-1.2408764,-1.4785056,-1.7643077,-3.509088,-3.794991,-6.431114,-6.5894914,-7.154669,-9.1108055,0,58
0.114198335,-1.7922691,-1.8109431,-2.054685,-2.4587169,-6.529084,-7.565869,-7.686381,-7.758469,-9.039601,0,59
9.005648,2.0009131,-1.2443352,-7.627693,-8.366767,-10.5355215,-14.19574,-14.228532,-16.1605,-16.617981,0,60
2.345431,1.7356033,-2.1037261,-2.4959607,-3.6727943,-4.167188,-10.2869835,-12.784805,-14.696373,-18.027054,0,61
5.941183,-4.476599,-4.7639737,-5.5591545,-6.752205,-7.1925035,-8.516641,-9.066963,-9.825888,-11.343337,0,62
4.155746,-4.3565006,-6.2799807,-6.461382,-6.8395004,-10.19466,-11.650802,-11.728195,-12.642273,-14.857973,0,63
2.4976625,-0.21262151,-0.8232044,-2.4139504,-4.433927,-6.420802,-6.6106787,-8.04167,-8.974971,-11.665643,0,64
2.4556394,1.0604793,-0.7569876,-1.393369,-3.7011209,-3.733016,-6.0283422,-7.3807344,-7.855155,-10.312258,0,65
5.634164,-2.466055,-3.3406825,-10.117432,-12.198631,-12.217768,-12.287303,-12.367577,-16.64533,-17.95334,0,66
11.3742895,-9.203432,-12.85286,-15.121225,-16.136541,-16.78143,-19.647133,-21.131771,-21.329788,-25.316864,0,67
1.3744978,-0.42779583,-1.4901118,-4.0001016,-4.4889913,-4.564968,-4.6603527,-5.0876875,-10.358246,-12.141325,0,68
3.8057756,-4.4640417,-5.1274567,-6.1879416,-6.800093,-6.8471303,-7.1001844,-7.4954233,-8.365477,-13.552426,0,69
0.09209321,-0.12820917,-0.22548813,-1.1496196,-2.8966851,-5.2935877,-5.3848023,-8.190741,-9.0771265,-11.449382,0,70
3.5588593,1.2465702,-1.9081328,-2.5962648,-3.1936247,-5.8404303,-7.659511,-8.427027,-10.453297,-11.469993,0,71
7.214121,1.4372399,-7.5059624,-8.8452635,-9.400192,-9.700342,-10.220702,-11.980332,-13.312956,-14.151414,0,72
9.855194,-2.868006,-6.6928782,-7.6668873,-8.596376,-8.968081,-9.609776,-9.83485,-10.536825,-14.034675,0,73
4.849599,-3.3446856,-5.3011007,-5.7836366,-9.675261,-11.404709,-11.666477,-12.667151,-15.826108,-18.17271,0,74
8.215281,-3.7951498,-4.58051,-6.0866375,-6.9546156,-8.101275,-9.828548,-14.283974,-14.383479,-18.387203,0,75
3.852059,-2.6527998,-5.759991,-6.123164,-9.330416,-10.464003,-13.002476,-13.151879,-14.160469,-17.22799,0,76
2.11523,-0.77425903,-6.182234,-6.6190653,-6.6540537,-7.33284,-7.6792965,-8.910238,-9.1701565,-9.253574,0,77
2.7928817,0.5142961,-3.8569531,-4.9902277,-6.4430137,-7.537804,-12.473795,-13.865948,-15.427107,-16.34009,0,78
12.326333,-5.6651344,-7.472745,-9.992678,-12.835683,-14.277704,-14.366538,-17.312874,-19.422453,-24.008896,0,79
8.29867,1.9661391,-4.8957872,-7.142153,-10.780381,-12.028898,-13.064903,-13.068007,-16.688913,-17.526695,0,80
